,episode,iteration,epReward,Number of Balls
9,9.0,1.0,3.5834599257286626,95.0
19,9.0,2.0,4.152237723685831,80.0
29,9.0,3.0,3.394248463462332,140.0
39,9.0,4.0,4.198352171148112,80.0
49,9.0,5.0,4.110663811447102,110.0
59,9.0,6.0,3.462553055346169,95.0
69,9.0,7.0,4.042089486622977,95.0
79,9.0,8.0,4.042594514065089,110.0
89,9.0,9.0,3.9301772921092377,140.0
99,9.0,10.0,3.767976852899011,110.0
109,9.0,11.0,4.317006801965206,125.0
119,9.0,12.0,4.146845571659314,95.0
129,9.0,13.0,3.32453076049765,140.0
139,9.0,14.0,4.036487613962139,95.0
149,9.0,15.0,3.8137450296621846,110.0
159,9.0,16.0,3.374545533586594,80.0
169,9.0,17.0,3.7962784113592787,125.0
179,9.0,18.0,3.624181722870715,110.0
189,9.0,19.0,3.7769451672813217,80.0
199,19.0,10.0,3.386156830965964,245.0
209,29.0,7.0,3.343966611916973,260.0
219,19.0,11.0,2.8919410588565793,200.0
229,229.0,1.0,4.052705525932534,980.0
239,19.0,12.0,3.6185502162142877,125.0
249,49.0,5.0,4.003812689302137,485.0
259,19.0,13.0,4.339540791808546,185.0
269,29.0,9.0,3.6641139933026956,305.0
279,19.0,14.0,4.057033446715538,155.0
289,289.0,1.0,3.5453101911395475,1085.0
299,19.0,15.0,4.431752717746221,200.0
309,309.0,1.0,3.6429790184547755,1130.0
319,19.0,16.0,3.611501658081286,80.0
329,29.0,11.0,3.7633214813641938,260.0
339,19.0,17.0,4.0362994958554985,140.0
349,49.0,7.0,3.65400356478706,455.0
359,19.0,18.0,3.7746105881216274,140.0
369,369.0,1.0,4.259281876055898,1220.0
379,19.0,19.0,3.467848318584382,80.0
389,29.0,13.0,3.844115500158528,335.0
399,39.0,10.0,3.4654989281177606,425.0
409,409.0,1.0,4.136574498834033,1250.0
419,29.0,14.0,4.207376905334146,305.0
429,429.0,1.0,3.3198611647290406,1265.0
439,39.0,11.0,4.751915859567068,335.0
449,29.0,15.0,4.2144254138033075,305.0
459,229.0,2.0,3.5896137777824255,1130.0
469,469.0,1.0,4.06787138696962,1295.0
479,29.0,16.0,3.998737525761163,245.0
489,69.0,7.0,3.9272977201826023,665.0
499,49.0,10.0,4.518943448021592,500.0
509,29.0,17.0,4.180099143058753,275.0
519,39.0,13.0,3.8121859865939554,425.0
529,529.0,1.0,3.7761700396648648,1325.0
539,29.0,18.0,3.322778722751359,215.0
549,49.0,11.0,3.5704212669916497,485.0
559,39.0,14.0,3.341447106905273,365.0
569,29.0,19.0,4.117493932108266,185.0
579,289.0,2.0,4.44287159395705,1175.0
589,589.0,1.0,4.246991305364343,1385.0
599,39.0,15.0,4.005806531953208,485.0
609,609.0,1.0,3.1792724100425875,1430.0
619,309.0,2.0,4.304322407883674,1190.0
629,69.0,9.0,2.7855782659695083,560.0
639,39.0,16.0,4.258764098066885,410.0
649,49.0,13.0,4.662261399937185,515.0
659,59.0,11.0,3.9534102454663986,545.0
669,669.0,1.0,3.3061080659830373,1505.0
679,39.0,17.0,4.079027964544701,440.0
689,229.0,3.0,3.989851658540998,995.0
699,49.0,14.0,3.8973650586645245,500.0
709,709.0,1.0,4.136498885915466,1550.0
719,39.0,18.0,4.013813036830695,365.0
729,729.0,1.0,3.883803761758587,1565.0
739,369.0,2.0,3.9677850023798724,1250.0
749,49.0,15.0,3.4060051688471953,530.0
759,39.0,19.0,4.2606102511839135,455.0
769,69.0,11.0,3.306965182398874,620.0
779,59.0,13.0,4.073322808010282,545.0
789,789.0,1.0,4.167738211986854,1565.0
799,49.0,16.0,4.305424685228892,440.0
809,89.0,9.0,3.791151696984527,635.0
819,409.0,2.0,4.078191644570473,1340.0
