episode,iteration,epReward,Number of Balls
1619.00,44.00,4.22,2810.00
1549.00,46.00,4.30,2870.00
1739.00,41.00,4.19,3035.00
1829.00,39.00,4.11,3050.00
1659.00,43.00,4.13,2780.00
1699.00,42.00,3.91,2870.00
1929.00,37.00,3.60,2990.00
1519.00,47.00,4.32,2720.00
1489.00,48.00,4.13,2585.00
1459.00,49.00,3.78,2495.00
1589.00,45.00,4.23,2810.00
1789.00,40.00,4.08,2855.00
1989.00,36.00,4.33,2930.00
1629.00,44.00,4.12,2810.00
1749.00,41.00,4.65,3035.00
1559.00,46.00,4.27,2870.00
1939.00,37.00,4.15,2990.00
1669.00,43.00,3.92,2825.00
1709.00,42.00,4.10,2885.00
1529.00,47.00,3.61,2720.00
1499.00,48.00,3.87,2600.00
1469.00,49.00,4.16,2540.00
1849.00,39.00,4.33,3065.00
1639.00,44.00,4.66,2810.00
1899.00,38.00,4.46,2975.00
1569.00,46.00,4.09,2870.00
1679.00,43.00,3.91,2840.00
1539.00,47.00,4.41,2720.00
1809.00,40.00,4.32,2885.00
1609.00,45.00,4.11,2825.00
1509.00,48.00,3.03,2630.00
1479.00,49.00,4.29,2540.00
1859.00,39.00,4.03,3080.00
1769.00,41.00,4.40,3050.00
1909.00,38.00,4.29,2990.00
1649.00,44.00,3.90,2810.00
1729.00,42.00,4.17,2915.00
1689.00,43.00,4.14,2855.00
1579.00,46.00,4.07,2870.00
1819.00,40.00,4.22,2900.00
1549.00,47.00,3.64,2720.00
1969.00,37.00,4.16,3005.00
1619.00,45.00,4.02,2825.00
1869.00,39.00,4.33,3080.00
1519.00,48.00,4.71,2660.00
1779.00,41.00,3.98,3065.00
1489.00,49.00,4.22,2555.00
1659.00,44.00,4.47,2825.00
1739.00,42.00,4.54,2975.00
1699.00,43.00,3.49,2855.00
1589.00,46.00,4.31,2885.00
1829.00,40.00,4.38,2915.00
1979.00,37.00,4.28,3005.00
1559.00,47.00,3.76,2735.00
1929.00,38.00,4.28,3020.00
1629.00,45.00,4.08,2885.00
1789.00,41.00,4.46,3065.00
1529.00,48.00,4.15,2675.00
1669.00,44.00,4.16,2870.00
1499.00,49.00,4.01,2555.00
1709.00,43.00,3.77,2885.00
1599.00,46.00,4.01,2900.00
1989.00,37.00,4.22,3035.00
1889.00,39.00,3.71,3110.00
1939.00,38.00,4.21,3050.00
1569.00,47.00,4.39,2735.00
1639.00,45.00,4.56,2915.00
1539.00,48.00,4.45,2690.00
1719.00,43.00,4.26,2885.00
1509.00,49.00,4.57,2570.00
1849.00,40.00,4.48,2915.00
1609.00,46.00,4.52,2930.00
1899.00,39.00,4.51,3110.00
1809.00,41.00,4.27,3080.00
1649.00,45.00,4.38,2915.00
1579.00,47.00,4.21,2735.00
1769.00,42.00,4.27,3050.00
1689.00,44.00,3.76,2870.00
1729.00,43.00,4.21,2900.00
1549.00,48.00,4.22,2720.00
1519.00,49.00,4.34,2570.00
1909.00,39.00,3.68,3125.00
1619.00,46.00,3.78,2945.00
1819.00,41.00,4.12,3080.00
1659.00,45.00,3.43,2915.00
1589.00,47.00,4.04,2735.00
1779.00,42.00,4.26,3065.00
1699.00,44.00,4.07,2870.00
1739.00,43.00,4.04,2900.00
1969.00,38.00,4.28,3125.00
1559.00,48.00,3.61,2720.00
1529.00,49.00,4.38,2600.00
1629.00,46.00,4.40,2945.00
1829.00,41.00,4.01,3080.00
1669.00,45.00,4.23,2945.00
1789.00,42.00,4.19,3065.00
1599.00,47.00,4.41,2750.00
1709.00,44.00,4.04,2885.00
1749.00,43.00,4.27,2915.00
1929.00,39.00,4.08,3155.00
1569.00,48.00,4.61,2750.00
1639.00,46.00,3.85,2945.00
1539.00,49.00,3.49,2615.00
1679.00,45.00,4.64,2990.00
1989.00,38.00,3.80,3155.00
1939.00,39.00,4.26,3170.00
1609.00,47.00,4.43,2765.00
1719.00,44.00,3.84,2900.00
1579.00,48.00,4.02,2795.00
1849.00,41.00,4.28,3110.00
1649.00,46.00,4.39,2945.00
1549.00,49.00,4.35,2630.00
1899.00,40.00,3.59,3005.00
1809.00,42.00,3.16,3065.00
1689.00,45.00,4.27,2990.00
1769.00,43.00,3.74,2945.00
1729.00,44.00,4.60,2900.00
1619.00,47.00,4.31,2765.00
1859.00,41.00,3.59,3140.00
1589.00,48.00,3.67,2840.00
1659.00,46.00,4.33,2960.00
1909.00,40.00,4.51,3005.00
1559.00,49.00,4.20,2645.00
1699.00,45.00,4.07,2990.00
1779.00,43.00,4.00,2960.00
1739.00,44.00,3.97,2900.00
1629.00,47.00,4.06,2780.00
1869.00,41.00,4.44,3155.00
1599.00,48.00,3.69,2840.00
1669.00,46.00,4.16,2975.00
1969.00,39.00,4.45,3170.00
1829.00,42.00,4.24,3095.00
1569.00,49.00,4.08,2645.00
1709.00,45.00,3.88,3020.00
1789.00,43.00,4.40,2975.00
1749.00,44.00,4.04,2915.00
1639.00,47.00,3.64,2795.00
1929.00,40.00,4.80,3005.00
1979.00,39.00,4.30,3185.00
1609.00,48.00,4.34,2855.00
1719.00,45.00,4.12,3035.00
1579.00,49.00,4.15,2645.00
1759.00,44.00,4.19,2945.00
1889.00,41.00,4.04,3185.00
1649.00,47.00,4.00,2795.00
1939.00,40.00,3.70,3020.00
1989.00,39.00,4.08,3200.00
1849.00,42.00,4.35,3110.00
1689.00,46.00,4.35,3005.00
1619.00,48.00,4.08,2870.00
1809.00,43.00,3.95,2990.00
1729.00,45.00,4.59,3065.00
1769.00,44.00,3.79,2945.00
1899.00,41.00,4.33,3185.00
1589.00,49.00,3.82,2660.00
1949.00,40.00,4.40,3020.00
1659.00,47.00,4.34,2795.00
1859.00,42.00,3.88,3110.00
1699.00,46.00,4.21,3020.00
1629.00,48.00,4.14,2885.00
1819.00,43.00,3.66,3005.00
1739.00,45.00,4.34,3095.00
1909.00,41.00,4.06,3200.00
1779.00,44.00,4.05,2960.00
1599.00,49.00,4.12,2660.00
1669.00,47.00,4.41,2795.00
1869.00,42.00,4.10,3110.00
1709.00,46.00,4.39,3035.00
1829.00,43.00,4.39,3020.00
1639.00,48.00,4.31,2885.00
1749.00,45.00,4.03,3110.00
1789.00,44.00,4.32,2975.00
1969.00,40.00,3.95,3035.00
1609.00,49.00,4.01,2660.00
1679.00,47.00,4.22,2825.00
1719.00,46.00,4.41,3035.00
1929.00,41.00,4.17,3230.00
1649.00,48.00,3.81,2915.00
1619.00,49.00,4.48,2675.00
1689.00,47.00,4.21,2825.00
1939.00,41.00,3.97,3230.00
1849.00,43.00,4.42,3050.00
1729.00,46.00,4.33,3050.00
1989.00,40.00,4.24,3080.00
1809.00,44.00,3.82,3020.00
1769.00,45.00,4.48,3140.00
1659.00,48.00,4.03,2930.00
1899.00,42.00,4.28,3170.00
1629.00,49.00,3.94,2675.00
1699.00,47.00,4.26,2840.00
1949.00,41.00,3.83,3245.00
1859.00,43.00,3.87,3065.00
1999.00,40.00,4.45,3095.00
1739.00,46.00,4.50,3080.00
1819.00,44.00,4.02,3020.00
1779.00,45.00,4.24,3140.00
1669.00,48.00,3.81,2960.00
1909.00,42.00,3.83,3170.00
1639.00,49.00,3.83,2705.00
1709.00,47.00,4.42,2870.00
1869.00,43.00,3.99,3065.00
1749.00,46.00,4.52,3095.00
1829.00,44.00,3.77,3020.00
1789.00,45.00,4.27,3140.00
1679.00,48.00,3.47,2975.00
1969.00,41.00,4.44,3260.00
1719.00,47.00,4.22,2870.00
1649.00,49.00,4.34,2720.00
1759.00,46.00,3.47,3110.00
1799.00,45.00,4.55,3140.00
1929.00,42.00,4.19,3200.00
1689.00,48.00,3.61,2975.00
1979.00,41.00,4.31,3260.00
1889.00,43.00,3.52,3065.00
1729.00,47.00,4.19,2885.00
1659.00,49.00,3.94,2735.00
1849.00,44.00,4.36,3065.00
1769.00,46.00,4.18,3110.00
1809.00,45.00,4.21,3155.00
1939.00,42.00,4.28,3260.00
1989.00,41.00,4.31,3275.00
1699.00,48.00,4.29,2990.00
1899.00,43.00,4.70,3080.00
1739.00,47.00,4.22,2900.00
1669.00,49.00,4.18,2750.00
1859.00,44.00,4.57,3080.00
1779.00,46.00,4.17,3125.00
1819.00,45.00,4.13,3155.00
1999.00,41.00,4.49,3275.00
1709.00,48.00,3.52,2990.00
1909.00,43.00,3.93,3080.00
1749.00,47.00,4.49,2915.00
1869.00,44.00,4.68,3080.00
1679.00,49.00,3.32,2765.00
1789.00,46.00,4.43,3140.00
1829.00,45.00,4.69,3185.00
1719.00,48.00,3.95,2990.00
1759.00,47.00,4.05,2930.00
1969.00,42.00,4.74,3320.00
1799.00,46.00,4.59,3140.00
1689.00,49.00,4.46,2810.00
1929.00,43.00,4.07,3095.00
1729.00,48.00,4.46,2990.00
1889.00,44.00,4.54,3110.00
1769.00,47.00,4.39,2930.00
1849.00,45.00,4.31,3215.00
1809.00,46.00,4.64,3155.00
1699.00,49.00,3.94,2810.00
1939.00,43.00,4.36,3095.00
1739.00,48.00,4.46,3005.00
1989.00,42.00,4.64,3365.00
1899.00,44.00,4.46,3110.00
1779.00,47.00,4.58,2945.00
1859.00,45.00,3.92,3230.00
1819.00,46.00,4.41,3155.00
1709.00,49.00,4.09,2810.00
1949.00,43.00,4.13,3110.00
1749.00,48.00,3.28,3005.00
1909.00,44.00,3.32,3110.00
1789.00,47.00,4.09,2990.00
1869.00,45.00,3.43,3230.00
1829.00,46.00,3.68,3185.00
1719.00,49.00,4.24,2825.00
1759.00,48.00,4.22,3020.00
1799.00,47.00,3.95,3020.00
1839.00,46.00,3.69,3185.00
1969.00,43.00,3.95,3110.00
1729.00,49.00,4.13,2825.00
1929.00,44.00,3.25,3155.00
1769.00,48.00,4.00,3020.00
1889.00,45.00,4.26,3245.00
1809.00,47.00,4.20,3035.00
1849.00,46.00,3.84,3185.00
1979.00,43.00,3.88,3110.00
1739.00,49.00,4.21,2855.00
1939.00,44.00,4.65,3185.00
1779.00,48.00,4.31,3020.00
1899.00,45.00,4.84,3260.00
1819.00,47.00,4.14,3035.00
1859.00,46.00,4.14,3185.00
1989.00,43.00,4.40,3125.00
1749.00,49.00,4.35,2855.00
1949.00,44.00,3.60,3185.00
1789.00,48.00,3.77,3020.00
1909.00,45.00,4.13,3260.00
1999.00,43.00,4.17,3140.00
1829.00,47.00,4.09,3050.00
1869.00,46.00,4.09,3200.00
1759.00,49.00,3.78,2855.00
1799.00,48.00,3.90,3020.00
1839.00,47.00,4.21,3065.00
1969.00,44.00,4.14,3200.00
1769.00,49.00,4.26,2855.00
1929.00,45.00,4.11,3275.00
1809.00,48.00,4.04,3035.00
1889.00,46.00,4.16,3200.00
1849.00,47.00,4.28,3065.00
1979.00,44.00,3.80,3215.00
1779.00,49.00,4.47,2885.00
1939.00,45.00,3.89,3290.00
1819.00,48.00,4.09,3035.00
1899.00,46.00,3.96,3215.00
1859.00,47.00,3.92,3095.00
1989.00,44.00,4.23,3245.00
1789.00,49.00,4.53,2900.00
1949.00,45.00,4.25,3305.00
1829.00,48.00,4.23,3035.00
1909.00,46.00,4.09,3230.00
1869.00,47.00,3.86,3110.00
1999.00,44.00,4.23,3245.00
1799.00,49.00,4.29,2915.00
1839.00,48.00,4.38,3065.00
1879.00,47.00,4.61,3110.00
1969.00,45.00,4.18,3305.00
1809.00,49.00,4.15,2915.00
1929.00,46.00,4.10,3230.00
1849.00,48.00,4.41,3095.00
1889.00,47.00,4.19,3110.00
1979.00,45.00,3.71,3320.00
1819.00,49.00,3.78,2915.00
1939.00,46.00,4.31,3230.00
1859.00,48.00,4.78,3110.00
1899.00,47.00,3.77,3110.00
1989.00,45.00,4.15,3335.00
1829.00,49.00,3.66,2915.00
1949.00,46.00,3.79,3230.00
1869.00,48.00,4.20,3125.00
1909.00,47.00,3.36,3125.00
1999.00,45.00,4.36,3365.00
1839.00,49.00,4.53,2915.00
1879.00,48.00,3.59,3170.00
1969.00,46.00,4.16,3230.00
1849.00,49.00,3.82,2930.00
1929.00,47.00,4.30,3140.00
1889.00,48.00,3.76,3185.00
1979.00,46.00,4.30,3245.00
1859.00,49.00,4.01,2930.00
1939.00,47.00,4.31,3140.00
1899.00,48.00,4.05,3215.00
1989.00,46.00,3.90,3245.00
1869.00,49.00,3.76,2930.00
1949.00,47.00,4.56,3140.00
1909.00,48.00,4.08,3230.00
1999.00,46.00,4.25,3260.00
1879.00,49.00,3.79,2945.00
1919.00,48.00,4.38,3230.00
1969.00,47.00,3.81,3155.00
1889.00,49.00,4.60,2990.00
1929.00,48.00,4.37,3275.00
1979.00,47.00,4.46,3155.00
1899.00,49.00,3.77,3005.00
1939.00,48.00,3.96,3305.00
1989.00,47.00,4.14,3155.00
1909.00,49.00,4.23,3005.00
1949.00,48.00,4.10,3305.00
1999.00,47.00,4.25,3155.00
1919.00,49.00,4.14,3005.00
1969.00,48.00,4.21,3350.00
1929.00,49.00,3.90,3020.00
1979.00,48.00,4.24,3365.00
1939.00,49.00,4.10,3050.00
1989.00,48.00,4.01,3365.00
1949.00,49.00,4.12,3065.00
1999.00,48.00,3.94,3395.00
1959.00,49.00,4.50,3065.00
1969.00,49.00,4.35,3080.00
1979.00,49.00,4.39,3095.00
1989.00,49.00,4.48,3095.00
1999.00,49.00,4.10,3110.00
1999.00,0.00,4.29,3230.00
episode,iteration,epReward,Number of Balls
9.00,1.00,4.73,50000.00
9.00,2.00,4.03,50000.00
9.00,3.00,3.97,50000.00
9.00,4.00,4.62,50000.00
9.00,5.00,3.88,50000.00
9.00,6.00,3.87,50000.00
9.00,7.00,4.22,50000.00
9.00,8.00,3.17,50000.00
9.00,9.00,3.77,50000.00
9.00,10.00,3.76,50000.00
9.00,11.00,4.52,50000.00
9.00,12.00,3.38,50000.00
9.00,13.00,4.33,50000.00
9.00,14.00,3.89,50000.00
9.00,15.00,3.69,50000.00
9.00,16.00,4.32,50000.00
9.00,17.00,4.00,50000.00
9.00,18.00,4.18,50000.00
9.00,19.00,4.00,50000.00
9.00,20.00,4.22,50000.00
9.00,21.00,4.31,50000.00
9.00,22.00,3.94,50000.00
9.00,23.00,4.06,50000.00
9.00,24.00,3.51,50000.00
9.00,25.00,4.28,50000.00
9.00,26.00,3.89,50000.00
9.00,27.00,4.52,50000.00
9.00,28.00,3.49,50000.00
9.00,29.00,4.22,50000.00
9.00,30.00,3.86,50000.00
9.00,31.00,4.05,50000.00
9.00,32.00,4.04,50000.00
9.00,33.00,4.40,50000.00
9.00,34.00,3.33,50000.00
9.00,35.00,3.43,50000.00
9.00,36.00,4.26,50000.00
9.00,37.00,4.12,50000.00
9.00,38.00,4.04,50000.00
9.00,39.00,4.39,50000.00
9.00,40.00,3.24,50000.00
9.00,41.00,3.11,50000.00
9.00,42.00,4.21,50000.00
9.00,43.00,4.46,50000.00
9.00,44.00,4.17,50000.00
9.00,45.00,2.79,50000.00
9.00,46.00,3.49,50000.00
9.00,47.00,3.49,50000.00
9.00,48.00,3.42,50000.00
9.00,49.00,4.25,50000.00
19.00,25.00,3.39,50000.00
29.00,17.00,3.75,50000.00
19.00,26.00,4.64,50000.00
529.00,1.00,2.66,50000.00
19.00,27.00,4.46,50000.00
49.00,11.00,3.26,50000.00
19.00,28.00,4.08,50000.00
29.00,19.00,2.87,50000.00
19.00,29.00,4.19,50000.00
589.00,1.00,3.02,50000.00
19.00,30.00,4.10,50000.00
609.00,1.00,4.75,50000.00
19.00,31.00,3.86,50000.00
29.00,21.00,3.73,50000.00
19.00,32.00,4.17,50000.00
49.00,13.00,3.41,50000.00
19.00,33.00,3.92,50000.00
669.00,1.00,4.17,50000.00
19.00,34.00,4.67,50000.00
29.00,23.00,3.79,50000.00
19.00,35.00,3.44,50000.00
709.00,1.00,4.05,50000.00
19.00,36.00,4.08,50000.00
729.00,1.00,3.43,50000.00
19.00,37.00,4.65,50000.00
29.00,25.00,3.07,50000.00
19.00,38.00,3.53,50000.00
69.00,11.00,3.69,50000.00
19.00,39.00,3.87,50000.00
789.00,1.00,4.41,50000.00
19.00,40.00,4.24,50000.00
29.00,27.00,3.47,50000.00
19.00,41.00,3.94,50000.00
829.00,1.00,2.78,50000.00
19.00,42.00,3.41,50000.00
49.00,17.00,3.90,50000.00
19.00,43.00,4.24,50000.00
29.00,29.00,4.24,50000.00
19.00,44.00,4.35,50000.00
889.00,1.00,3.91,50000.00
19.00,45.00,3.88,50000.00
69.00,13.00,4.42,50000.00
19.00,46.00,4.10,50000.00
29.00,31.00,3.53,50000.00
19.00,47.00,4.19,50000.00
49.00,19.00,3.83,50000.00
19.00,48.00,3.60,50000.00
969.00,1.00,4.05,50000.00
19.00,49.00,4.07,50000.00
29.00,33.00,3.66,50000.00
39.00,25.00,3.89,50000.00
1009.00,1.00,4.47,50000.00
29.00,34.00,3.61,50000.00
1029.00,1.00,3.99,50000.00
39.00,26.00,4.61,50000.00
29.00,35.00,3.86,50000.00
529.00,2.00,4.24,50000.00
1069.00,1.00,3.64,50000.00
29.00,36.00,4.11,50000.00
1089.00,1.00,4.39,50000.00
49.00,22.00,3.62,50000.00
29.00,37.00,4.39,50000.00
39.00,28.00,3.93,50000.00
1129.00,1.00,3.99,50000.00
29.00,38.00,4.42,50000.00
49.00,23.00,3.40,50000.00
39.00,29.00,4.01,50000.00
29.00,39.00,4.02,50000.00
589.00,2.00,3.79,50000.00
69.00,17.00,4.46,50000.00
29.00,40.00,3.56,50000.00
109.00,11.00,4.27,50000.00
609.00,2.00,3.63,50000.00
29.00,41.00,3.60,50000.00
39.00,31.00,3.53,50000.00
49.00,25.00,3.14,50000.00
29.00,42.00,3.70,50000.00
1269.00,1.00,4.16,50000.00
39.00,32.00,4.56,50000.00
29.00,43.00,4.19,50000.00
49.00,26.00,4.48,50000.00
1309.00,1.00,4.27,50000.00
29.00,44.00,3.38,50000.00
69.00,19.00,3.94,50000.00
669.00,2.00,3.73,50000.00
29.00,45.00,3.11,50000.00
39.00,34.00,4.02,50000.00
1369.00,1.00,3.99,50000.00
29.00,46.00,3.84,50000.00
1389.00,1.00,3.27,50000.00
39.00,35.00,4.58,50000.00
29.00,47.00,4.36,50000.00
709.00,2.00,3.89,50000.00
109.00,13.00,4.32,50000.00
29.00,48.00,4.27,50000.00
49.00,29.00,4.07,50000.00
729.00,2.00,3.82,50000.00
29.00,49.00,4.03,50000.00
39.00,37.00,4.25,50000.00
1489.00,1.00,4.19,50000.00
49.00,30.00,3.83,50000.00
1509.00,1.00,3.30,50000.00
39.00,38.00,3.83,50000.00
89.00,17.00,4.19,50000.00
69.00,22.00,3.96,50000.00
49.00,31.00,3.78,50000.00
39.00,39.00,4.19,50000.00
1569.00,1.00,4.26,50000.00
789.00,2.00,3.82,50000.00
529.00,3.00,3.65,50000.00
39.00,40.00,3.58,50000.00
69.00,23.00,3.80,50000.00
59.00,27.00,3.43,50000.00
1629.00,1.00,3.91,50000.00
39.00,41.00,4.03,50000.00
49.00,33.00,3.94,50000.00
829.00,2.00,4.01,50000.00
1669.00,1.00,4.20,50000.00
39.00,42.00,3.46,50000.00
129.00,13.00,3.88,50000.00
49.00,34.00,4.49,50000.00
89.00,19.00,3.08,50000.00
39.00,43.00,2.90,50000.00
1729.00,1.00,4.19,50000.00
59.00,29.00,4.24,50000.00
49.00,35.00,3.56,50000.00
39.00,44.00,3.15,50000.00
589.00,3.00,3.95,50000.00
889.00,2.00,3.44,50000.00
1789.00,1.00,4.47,50000.00
39.00,45.00,4.44,50000.00
1809.00,1.00,3.68,50000.00
69.00,26.00,3.46,50000.00
609.00,3.00,3.95,50000.00
39.00,46.00,4.46,50000.00
49.00,37.00,3.91,50000.00
59.00,31.00,3.64,50000.00
109.00,17.00,4.07,50000.00
39.00,47.00,4.34,50000.00
69.00,27.00,4.11,50000.00
49.00,38.00,3.17,50000.00
1909.00,1.00,3.91,50000.00
39.00,48.00,4.10,50000.00
1929.00,1.00,4.12,50000.00
969.00,2.00,4.06,50000.00
49.00,39.00,3.61,50000.00
39.00,49.00,4.15,50000.00
1969.00,1.00,3.89,50000.00
59.00,33.00,4.37,50000.00
1989.00,1.00,3.93,50000.00
49.00,40.00,3.72,50000.00
669.00,3.00,4.02,50000.00
1009.00,2.00,4.22,50000.00
69.00,29.00,3.68,50000.00
59.00,34.00,3.56,50000.00
49.00,41.00,3.90,50000.00
1029.00,2.00,4.11,50000.00
89.00,23.00,3.94,50000.00
79.00,26.00,4.54,50000.00
109.00,19.00,4.11,50000.00
49.00,42.00,4.16,50000.00
529.00,4.00,4.10,50000.00
709.00,3.00,3.95,50000.00
1069.00,2.00,3.63,50000.00
49.00,43.00,3.30,50000.00
59.00,36.00,4.32,50000.00
69.00,31.00,3.38,50000.00
1089.00,2.00,4.54,50000.00
729.00,3.00,3.97,50000.00
49.00,44.00,4.28,50000.00
129.00,17.00,3.96,50000.00
59.00,37.00,3.91,50000.00
69.00,32.00,4.76,50000.00
49.00,45.00,4.25,50000.00
1129.00,2.00,4.03,50000.00
59.00,38.00,3.59,50000.00
49.00,46.00,4.06,50000.00
69.00,33.00,3.87,50000.00
79.00,29.00,3.84,50000.00
59.00,39.00,3.81,50000.00
49.00,47.00,3.85,50000.00
589.00,4.00,3.89,50000.00
789.00,3.00,3.86,50000.00
69.00,34.00,3.87,50000.00
49.00,48.00,4.15,50000.00
109.00,22.00,4.10,50000.00
89.00,27.00,4.16,50000.00
609.00,4.00,3.77,50000.00
49.00,49.00,4.64,50000.00
59.00,41.00,3.65,50000.00
129.00,19.00,4.25,50000.00
79.00,31.00,4.16,50000.00
829.00,3.00,3.53,50000.00
99.00,25.00,4.20,50000.00
59.00,42.00,4.32,50000.00
109.00,23.00,4.24,50000.00
1269.00,2.00,3.91,50000.00
149.00,17.00,4.71,50000.00
79.00,32.00,4.41,50000.00
59.00,43.00,4.23,50000.00
69.00,37.00,3.90,50000.00
99.00,26.00,2.51,50000.00
89.00,29.00,3.90,50000.00
1309.00,2.00,4.37,50000.00
59.00,44.00,3.93,50000.00
529.00,5.00,3.99,50000.00
69.00,38.00,4.01,50000.00
889.00,3.00,2.99,50000.00
669.00,4.00,3.94,50000.00
59.00,45.00,3.73,50000.00
79.00,34.00,4.38,50000.00
69.00,39.00,4.49,50000.00
1369.00,2.00,3.48,50000.00
109.00,25.00,3.88,50000.00
59.00,46.00,3.95,50000.00
1389.00,2.00,3.73,50000.00
89.00,31.00,4.80,50000.00
69.00,40.00,4.54,50000.00
59.00,47.00,3.87,50000.00
709.00,4.00,3.81,50000.00
149.00,19.00,3.75,50000.00
109.00,26.00,3.80,50000.00
69.00,41.00,3.21,50000.00
59.00,48.00,3.99,50000.00
169.00,17.00,4.32,50000.00
99.00,29.00,3.36,50000.00
969.00,3.00,4.04,50000.00
729.00,4.00,4.23,50000.00
59.00,49.00,4.21,50000.00
589.00,5.00,4.44,50000.00
79.00,37.00,3.54,50000.00
89.00,33.00,3.70,50000.00
1489.00,2.00,3.82,50000.00
129.00,23.00,4.37,50000.00
99.00,30.00,4.09,50000.00
69.00,43.00,4.19,50000.00
1509.00,2.00,3.97,50000.00
1009.00,3.00,3.82,50000.00
79.00,38.00,3.54,50000.00
609.00,5.00,4.30,50000.00
89.00,34.00,3.99,50000.00
69.00,44.00,4.33,50000.00
1029.00,3.00,4.22,50000.00
99.00,31.00,3.88,50000.00
79.00,39.00,3.79,50000.00
1569.00,2.00,2.98,50000.00
69.00,45.00,4.42,50000.00
789.00,4.00,3.38,50000.00
529.00,6.00,4.04,50000.00
109.00,29.00,3.75,50000.00
79.00,40.00,4.13,50000.00
1069.00,3.00,3.39,50000.00
69.00,46.00,3.94,50000.00
169.00,19.00,3.68,50000.00
89.00,36.00,3.72,50000.00
129.00,25.00,4.22,50000.00
1629.00,2.00,4.28,50000.00
1089.00,3.00,4.01,50000.00
79.00,41.00,4.39,50000.00
69.00,47.00,4.63,50000.00
99.00,33.00,4.38,50000.00
829.00,4.00,4.32,50000.00
89.00,37.00,2.91,50000.00
1669.00,2.00,3.62,50000.00
669.00,5.00,4.31,50000.00
69.00,48.00,3.96,50000.00
129.00,26.00,4.38,50000.00
1129.00,3.00,4.15,50000.00
99.00,34.00,4.51,50000.00
109.00,31.00,3.91,50000.00
89.00,38.00,3.62,50000.00
69.00,49.00,4.24,50000.00
79.00,43.00,3.91,50000.00
149.00,23.00,4.34,50000.00
1729.00,2.00,3.19,50000.00
119.00,29.00,4.05,50000.00
99.00,35.00,3.81,50000.00
89.00,39.00,4.63,50000.00
79.00,44.00,4.70,50000.00
589.00,6.00,3.65,50000.00
709.00,5.00,4.53,50000.00
889.00,4.00,4.26,50000.00
169.00,21.00,4.62,50000.00
1789.00,2.00,4.04,50000.00
79.00,45.00,4.31,50000.00
189.00,19.00,3.86,50000.00
1809.00,2.00,3.89,50000.00
109.00,33.00,4.06,50000.00
129.00,28.00,4.17,50000.00
729.00,5.00,3.88,50000.00
609.00,6.00,4.36,50000.00
79.00,46.00,3.78,50000.00
89.00,41.00,3.88,50000.00
99.00,37.00,3.71,50000.00
529.00,7.00,3.36,50000.00
119.00,31.00,3.25,50000.00
109.00,34.00,3.72,50000.00
149.00,25.00,3.81,50000.00
79.00,47.00,4.18,50000.00
129.00,29.00,4.43,50000.00
89.00,42.00,4.28,50000.00
99.00,38.00,4.33,50000.00
1269.00,3.00,4.20,50000.00
1909.00,2.00,4.29,50000.00
79.00,48.00,4.29,50000.00
109.00,35.00,4.30,50000.00
1929.00,2.00,4.65,50000.00
89.00,43.00,3.96,50000.00
969.00,4.00,3.96,50000.00
99.00,39.00,3.72,50000.00
169.00,23.00,4.34,50000.00
79.00,49.00,4.00,50000.00
1309.00,3.00,4.34,50000.00
1969.00,2.00,4.16,50000.00
789.00,5.00,3.94,50000.00
89.00,44.00,3.20,50000.00
1989.00,2.00,3.90,50000.00
189.00,21.00,3.38,50000.00
99.00,40.00,4.00,50000.00
669.00,6.00,3.47,50000.00
129.00,31.00,3.44,50000.00
1009.00,4.00,4.45,50000.00
89.00,45.00,3.65,50000.00
139.00,29.00,3.21,50000.00
109.00,37.00,3.55,50000.00
119.00,34.00,4.20,50000.00
99.00,41.00,3.77,50000.00
1369.00,3.00,3.57,50000.00
1029.00,4.00,3.60,50000.00
589.00,7.00,4.17,50000.00
89.00,46.00,4.33,50000.00
829.00,5.00,4.45,50000.00
129.00,32.00,4.53,50000.00
1389.00,3.00,4.39,50000.00
109.00,38.00,3.41,50000.00
99.00,42.00,2.94,50000.00
89.00,47.00,3.77,50000.00
529.00,8.00,3.65,50000.00
169.00,25.00,3.79,50000.00
709.00,6.00,4.09,50000.00
609.00,7.00,4.26,50000.00
1069.00,4.00,3.83,50000.00
109.00,39.00,4.04,50000.00
99.00,43.00,4.53,50000.00
89.00,48.00,4.56,50000.00
139.00,31.00,3.96,50000.00
149.00,29.00,3.52,50000.00
1089.00,4.00,4.22,50000.00
189.00,23.00,4.47,50000.00
729.00,6.00,3.55,50000.00
99.00,44.00,3.06,50000.00
89.00,49.00,4.04,50000.00
129.00,34.00,4.04,50000.00
119.00,37.00,4.27,50000.00
889.00,5.00,3.41,50000.00
1489.00,3.00,4.12,50000.00
139.00,32.00,4.58,50000.00
99.00,45.00,3.80,50000.00
109.00,41.00,3.73,50000.00
1129.00,4.00,3.74,50000.00
1509.00,3.00,3.61,50000.00
129.00,35.00,4.18,50000.00
119.00,38.00,4.06,50000.00
169.00,27.00,3.43,50000.00
99.00,46.00,4.02,50000.00
109.00,42.00,4.02,50000.00
159.00,29.00,3.98,50000.00
149.00,31.00,3.65,50000.00
119.00,39.00,4.53,50000.00
669.00,7.00,3.84,50000.00
99.00,47.00,4.17,50000.00
1569.00,3.00,4.50,50000.00
589.00,8.00,3.36,50000.00
109.00,43.00,3.79,50000.00
789.00,6.00,3.78,50000.00
189.00,25.00,4.33,50000.00
139.00,34.00,3.72,50000.00
